Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (UTC),Year,Month,Day,Time (UTC),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 06:00,2023,2,24,06:00,-10.7,,-12.4,,87,,0,,27,,11,,,,100.71,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 07:00,2023,2,24,07:00,-11.2,,-13.3,,84,,0.1,,31,,11,,,,100.82,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 08:00,2023,2,24,08:00,-11.6,,-15,,76,,0,,33,,18,,,,100.94,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 09:00,2023,2,24,09:00,-12.8,,-16.5,,73,,0,,33,,17,,,,101.06,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 10:00,2023,2,24,10:00,-13.4,,-17,,75,,0,,33,,16,,,,101.17,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 11:00,2023,2,24,11:00,-14.3,,-18.3,,72,,0,,32,,21,,,,101.36,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 12:00,2023,2,24,12:00,-15.4,,-19.9,,69,,0,,33,,23,,,,101.56,,,,-25,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 13:00,2023,2,24,13:00,-15.5,,-20.2,,67,,0,,34,,19,,,,101.75,,,,-25,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 14:00,2023,2,24,14:00,-15.4,,-20.7,,64,,0,,33,,19,,,,101.89,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 15:00,2023,2,24,15:00,-15.1,,-21.6,,58,,0,,32,,18,,,,101.98,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 16:00,2023,2,24,16:00,-14.6,,-21.9,,54,,0,,34,,18,,,,102.04,,,,-23,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 17:00,2023,2,24,17:00,-13.7,,-21.9,,50,,0,,31,,16,,,,102.1,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 18:00,2023,2,24,18:00,-12.9,,-21.9,,47,,0,,28,,20,,,,102.17,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 19:00,2023,2,24,19:00,-12.9,,-21.5,,49,,0,,27,,23,,,,102.19,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 20:00,2023,2,24,20:00,-12.7,,-22.1,,45,,0,,27,,24,,,,102.24,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 21:00,2023,2,24,21:00,-12.5,,-22.3,,44,,0,,27,,25,,,,102.31,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 22:00,2023,2,24,22:00,-12.7,,-22.7,,43,,0,,27,,21,,,,102.38,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-24 23:00,2023,2,24,23:00,-13.1,,-22.6,,45,,0,,28,,16,,,,102.44,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 00:00,2023,2,25,00:00,-13.8,,-22.8,,46,,0,,28,,13,,,,102.54,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 01:00,2023,2,25,01:00,-14.2,,-23.1,,47,,0,,29,,10,,,,102.59,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 02:00,2023,2,25,02:00,-16,,-23.6,,52,,0,,29,,8,,,,102.62,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 03:00,2023,2,25,03:00,-17.1,,-23.3,,59,,0,,27,,3,,,,102.62,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 04:00,2023,2,25,04:00,-19.4,,-23.9,,67,,0,,23,,5,,,,102.62,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 05:00,2023,2,25,05:00,-18.2,,-23,,66,,0,,27,,3,,,,102.66,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 06:00,2023,2,25,06:00,-18,,-23.4,,62,,0,,26,,8,,,,102.73,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 07:00,2023,2,25,07:00,-21.1,,-25.8,,66,,0,,26,,4,,,,102.68,,,,-25,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 08:00,2023,2,25,08:00,-21.5,,-24.8,,75,,0,,24,,3,,,,102.59,,,,-24,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 09:00,2023,2,25,09:00,-22.3,,-24.7,,81,,0,,20,,3,,,,102.56,,,,-25,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 10:00,2023,2,25,10:00,-23,,-25.1,,83,,0,,20,,4,,,,102.49,,,,-27,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 11:00,2023,2,25,11:00,-23,,-25,,83,,0,,,,0,,,,102.42,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 12:00,2023,2,25,12:00,-21.5,,-23.7,,82,,0,,,,0,,,,102.37,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 13:00,2023,2,25,13:00,-19,,-21.4,,82,,0,,,,0,,,,102.39,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 14:00,2023,2,25,14:00,-16.5,,-19.5,,78,,0,,,,0,,,,102.24,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 15:00,2023,2,25,15:00,-15.2,,-21.1,,61,,0,,,,0,,,,102.15,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 16:00,2023,2,25,16:00,-13.9,,-22.3,,49,,0,,14,,5,,,,102.02,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 17:00,2023,2,25,17:00,-13.7,,-19.3,,63,,0,,1,,4,,,,101.95,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 18:00,2023,2,25,18:00,-13.4,,-17.9,,69,,0.3,,8,,3,,,,101.82,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 19:00,2023,2,25,19:00,-13.6,,-18,,69,,0.3,,10,,7,,,,101.66,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 20:00,2023,2,25,20:00,-13.3,,-17.5,,71,,0,,8,,8,,,,101.61,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 21:00,2023,2,25,21:00,-13.3,,-17.6,,70,,0.1,,9,,8,,,,101.56,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 22:00,2023,2,25,22:00,-13.3,,-17.6,,70,,0,,13,,9,,,,101.49,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-25 23:00,2023,2,25,23:00,-14,,-17.6,,74,,0,,11,,10,,,,101.44,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 00:00,2023,2,26,00:00,-14.7,,-17.3,,81,,0,,11,,10,,,,101.35,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 01:00,2023,2,26,01:00,-15.6,,-17.7,,84,,0,,11,,8,,,,101.27,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 02:00,2023,2,26,02:00,-18.5,,-20.7,,83,,0,,5,,3,,,,101.22,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 03:00,2023,2,26,03:00,-15.9,,-17.7,,86,,0,,8,,7,,,,101.16,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 04:00,2023,2,26,04:00,-15.7,,-17.6,,85,,0,,7,,6,,,,101.04,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 05:00,2023,2,26,05:00,-15.6,,-17.5,,85,,0,,10,,10,,,,100.92,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 06:00,2023,2,26,06:00,-15.5,,-17.4,,85,,0,,7,,10,,,,100.85,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 07:00,2023,2,26,07:00,-15.3,,-17.2,,85,,0,,9,,12,,,,100.76,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 08:00,2023,2,26,08:00,-15.4,,-17.3,,85,,0,,7,,11,,,,100.58,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 09:00,2023,2,26,09:00,-15.4,,-17.4,,85,,0,,7,,12,,,,100.47,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 10:00,2023,2,26,10:00,-15.3,,-17.4,,84,,0,,6,,10,,,,100.38,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 11:00,2023,2,26,11:00,-14.9,,-16.9,,85,,0.2,,9,,12,,,,100.2,,,,-22,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 12:00,2023,2,26,12:00,-14.8,,-16.7,,85,,1.2,,7,,10,,,,100.09,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 13:00,2023,2,26,13:00,-14.1,,-16,,85,,0.9,,7,,11,,,,100,,,,-21,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 14:00,2023,2,26,14:00,-13.2,,-15.2,,84,,1.3,,6,,12,,,,99.89,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 15:00,2023,2,26,15:00,-12.4,,-14.6,,84,,1.1,,6,,11,,,,99.78,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 16:00,2023,2,26,16:00,-10.9,,-13.9,,79,,0.1,,6,,11,,,,99.73,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 17:00,2023,2,26,17:00,-9.8,,-13.1,,77,,0,,6,,8,,,,99.72,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 18:00,2023,2,26,18:00,-8,,-12.4,,71,,0,,4,,4,,,,99.7,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 19:00,2023,2,26,19:00,-4.8,,-10.7,,63,,0,,,,0,,,,99.63,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 20:00,2023,2,26,20:00,-5,,-10.1,,67,,0,,20,,7,,,,99.64,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 21:00,2023,2,26,21:00,-2.7,,-7.6,,69,,0,,26,,9,,,,99.66,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 22:00,2023,2,26,22:00,-2.6,,-7,,72,,0,,25,,10,,,,99.69,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-26 23:00,2023,2,26,23:00,-3.4,,-6.8,,77,,0,,27,,9,,,,99.79,,,,-7,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 00:00,2023,2,27,00:00,-5.2,,-7.8,,82,,0,,34,,6,,,,99.89,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 01:00,2023,2,27,01:00,-8.5,,-9.9,,90,,0,,30,,5,,,,100,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 02:00,2023,2,27,02:00,-4,,-7.3,,78,,0,,32,,14,,,,100.1,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 03:00,2023,2,27,03:00,-4.6,,-8.9,,72,,0,,34,,13,,,,100.22,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 04:00,2023,2,27,04:00,-6,,-13,,58,,0,,29,,16,,,,100.32,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 05:00,2023,2,27,05:00,-7.8,,-13.6,,63,,0,,31,,10,,,,100.42,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 06:00,2023,2,27,06:00,-9,,-13.9,,68,,0,,28,,12,,,,100.51,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 07:00,2023,2,27,07:00,-9.5,,-13.9,,70,,0,,28,,15,,,,100.56,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 08:00,2023,2,27,08:00,-10.8,,-13.8,,79,,0,,25,,7,,,,100.63,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 09:00,2023,2,27,09:00,-11.7,,-15.1,,76,,0,,28,,11,,,,100.74,,,,-18,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 10:00,2023,2,27,10:00,-12.5,,-15.2,,80,,0,,29,,8,,,,100.83,,,,-17,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 11:00,2023,2,27,11:00,-13.4,,-15.8,,82,,0,,32,,10,,,,100.79,,,,-19,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 12:00,2023,2,27,12:00,-15.4,,-17,,88,,0,,36,,6,,,,100.77,,,,-20,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 13:00,2023,2,27,13:00,-11.2,,-14.3,,78,,0,,2,,9,,,,100.8,,,,-16,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 14:00,2023,2,27,14:00,-9.2,,-13.4,,71,,0,,4,,9,,,,100.81,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 15:00,2023,2,27,15:00,-8.1,,-13.4,,66,,0,,9,,10,,,,100.79,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 16:00,2023,2,27,16:00,-7.1,,-12.9,,63,,0,,9,,11,,,,100.78,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 17:00,2023,2,27,17:00,-5.7,,-13.2,,55,,0,,14,,11,,,,100.83,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 18:00,2023,2,27,18:00,-5.4,,-13.6,,52,,0,,10,,11,,,,100.62,,,,-10,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 19:00,2023,2,27,19:00,-5.5,,-12.4,,58,,0,,8,,14,,,,100.54,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 20:00,2023,2,27,20:00,-5.4,,-13,,55,,0,,10,,14,,,,100.45,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 21:00,2023,2,27,21:00,-5.3,,-11.4,,62,,0,,7,,16,,,,100.35,,,,-11,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 22:00,2023,2,27,22:00,-5.9,,-13,,57,,0,,8,,21,,,,100.28,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-27 23:00,2023,2,27,23:00,-6.1,,-12.4,,61,,0,,8,,20,,,,100.18,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 00:00,2023,2,28,00:00,-6.1,,-12.3,,62,,0,,8,,22,,,,100.08,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 01:00,2023,2,28,01:00,-6.5,,-13,,60,,0,,8,,20,,,,99.95,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 02:00,2023,2,28,02:00,-6.6,,-13.2,,60,,0,,8,,25,,,,99.89,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 03:00,2023,2,28,03:00,-7,,-13.2,,61,,0,,8,,24,,,,99.86,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 04:00,2023,2,28,04:00,-7.3,,-13.3,,62,,0,,8,,26,,,,99.86,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 05:00,2023,2,28,05:00,-7.1,,-13,,63,,0,,8,,27,,,,99.75,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 06:00,2023,2,28,06:00,-7,,-12.6,,65,,0,,8,,28,,,,99.69,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 07:00,2023,2,28,07:00,-6.9,,-12.3,,65,,0,,8,,21,,,,99.61,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 08:00,2023,2,28,08:00,-6.7,,-11.9,,67,,0,,8,,25,,,,99.51,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 09:00,2023,2,28,09:00,-7,,-10.1,,79,,0,,8,,25,,,,99.42,,,,-15,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 10:00,2023,2,28,10:00,-7.1,,-9.2,,85,,0.5,,8,,21,,,,99.38,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 11:00,2023,2,28,11:00,-6.8,,-8.3,,89,,0.9,,7,,22,,,,99.37,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 12:00,2023,2,28,12:00,-6.5,,-8,,89,,0.9,,8,,21,,,,99.36,,,,-14,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 13:00,2023,2,28,13:00,-6.1,,-7.5,,90,,1.3,,8,,23,,,,99.35,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 14:00,2023,2,28,14:00,-5.7,,-7.4,,88,,1,,8,,25,,,,99.35,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 15:00,2023,2,28,15:00,-5.3,,-7.2,,86,,0.7,,8,,25,,,,99.32,,,,-13,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 16:00,2023,2,28,16:00,-5,,-6.6,,89,,1.1,,8,,23,,,,99.34,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 17:00,2023,2,28,17:00,-4.6,,-6.2,,88,,1.4,,8,,24,,,,99.28,,,,-12,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 18:00,2023,2,28,18:00,-3.9,,-5.4,,89,,0.9,,8,,15,,,,99.29,,,,-9,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 19:00,2023,2,28,19:00,-3.2,,-4.4,,91,,0.8,,7,,12,,,,99.26,,,,-8,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 20:00,2023,2,28,20:00,-2.5,,-3.7,,92,,0.7,,35,,8,,,,99.38,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 21:00,2023,2,28,21:00,-2.2,,-3.7,,90,,0.3,,28,,5,,,,99.51,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 22:00,2023,2,28,22:00,-1.9,,-3.9,,86,,0,,25,,11,,,,99.68,,,,-6,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-02-28 23:00,2023,2,28,23:00,-1.5,,-3.6,,86,,0,,27,,6,,,,99.87,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 00:00,2023,12,1,00:00,4.4,,-1.3,,66,,0,,20,,20,,,,99.82,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 01:00,2023,12,1,01:00,4.6,,-1,,67,,0,,20,,18,,,,99.81,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 02:00,2023,12,1,02:00,4.7,,-0.1,,71,,0,,23,,11,,,,99.87,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 03:00,2023,12,1,03:00,4.7,,0.4,,74,,0,,26,,8,,,,99.92,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 04:00,2023,12,1,04:00,6.1,,0.7,,69,,0,,25,,15,,,,99.97,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 05:00,2023,12,1,05:00,6.4,,0.8,,68,,0,,23,,19,,,,100.03,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 06:00,2023,12,1,06:00,6.2,,1.1,,69,,0,,25,,12,,,,100.11,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 07:00,2023,12,1,07:00,6.6,,1.4,,69,,0,,25,,12,,,,100.19,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 08:00,2023,12,1,08:00,6.3,,1.4,,71,,0,,27,,5,,,,100.24,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 09:00,2023,12,1,09:00,3.9,,1.1,,82,,0,,22,,5,,,,100.28,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 10:00,2023,12,1,10:00,3.4,,0.9,,84,,0,,,,0,,,,100.32,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 11:00,2023,12,1,11:00,3.2,,0.9,,85,,0,,26,,3,,,,100.38,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 12:00,2023,12,1,12:00,4.7,,1.5,,79,,0,,27,,5,,,,100.48,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 13:00,2023,12,1,13:00,3.9,,0.8,,80,,0,,24,,4,,,,100.54,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 14:00,2023,12,1,14:00,4.9,,2.4,,84,,0,,24,,3,,,,100.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 15:00,2023,12,1,15:00,6.6,,1.5,,70,,0,,29,,12,,,,100.66,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 16:00,2023,12,1,16:00,6.8,,0.2,,63,,0,,29,,13,,,,100.68,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 17:00,2023,12,1,17:00,6.7,,0.1,,63,,0,,31,,17,,,,100.64,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 18:00,2023,12,1,18:00,6.1,,-1.2,,60,,0,,31,,19,,,,100.66,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 19:00,2023,12,1,19:00,5.6,,-1.3,,61,,0,,31,,13,,,,100.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 20:00,2023,12,1,20:00,5.2,,-1.8,,60,,0,,30,,11,,,,100.64,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 21:00,2023,12,1,21:00,4.8,,-2.5,,59,,0,,28,,6,,,,100.68,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 22:00,2023,12,1,22:00,4.5,,-1.7,,64,,0,,15,,6,,,,100.7,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-01 23:00,2023,12,1,23:00,2.8,,0.2,,83,,0,,22,,5,,,,100.72,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 00:00,2023,12,2,00:00,2.4,,0.2,,85,,0.3,,12,,4,,,,100.71,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 01:00,2023,12,2,01:00,2.1,,0.6,,90,,0.1,,,,0,,,,100.69,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 02:00,2023,12,2,02:00,2.3,,0.4,,87,,0,,5,,7,,,,100.67,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 03:00,2023,12,2,03:00,2.1,,0.1,,87,,0,,5,,11,,,,100.64,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 04:00,2023,12,2,04:00,1.8,,-0.3,,86,,0,,4,,13,,,,100.6,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 05:00,2023,12,2,05:00,1.5,,-0.3,,87,,0,,3,,10,,,,100.61,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 06:00,2023,12,2,06:00,1.4,,-0.6,,87,,0,,1,,14,,,,100.61,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 07:00,2023,12,2,07:00,0.9,,-0.7,,89,,0,,1,,16,,,,100.62,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 08:00,2023,12,2,08:00,0.3,,-0.4,,95,,0.2,,36,,10,,,,100.66,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 09:00,2023,12,2,09:00,0.1,,-0.8,,94,,0.1,,36,,13,,,,100.6,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 10:00,2023,12,2,10:00,-0.1,,-1,,94,,0,,36,,11,,,,100.65,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 11:00,2023,12,2,11:00,-0.4,,-1.2,,95,,0.2,,36,,11,,,,100.65,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 12:00,2023,12,2,12:00,-0.7,,-1.3,,95,,0.5,,36,,10,,,,100.7,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 13:00,2023,12,2,13:00,-0.8,,-1.5,,95,,0.5,,36,,14,,,,100.75,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 14:00,2023,12,2,14:00,-0.8,,-1.8,,93,,0.4,,36,,14,,,,100.8,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 15:00,2023,12,2,15:00,-0.9,,-2,,92,,0.3,,36,,11,,,,100.85,,,,-5,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 16:00,2023,12,2,16:00,-0.5,,-1.9,,91,,0.3,,36,,12,,,,100.85,,,,-4,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 17:00,2023,12,2,17:00,0.2,,-1.6,,87,,0.4,,35,,6,,,,100.8,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 18:00,2023,12,2,18:00,0.7,,-1.5,,85,,0.6,,30,,6,,,,100.8,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 19:00,2023,12,2,19:00,1.3,,-0.7,,86,,0,,28,,7,,,,100.84,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 20:00,2023,12,2,20:00,1.4,,-0.4,,88,,0,,28,,7,,,,100.85,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 21:00,2023,12,2,21:00,1.5,,-0.4,,87,,0,,27,,5,,,,100.89,,,,,,
-75.72,45.38,OTTAWA CDA RCS,6105978,2023-12-02 22:00,2023,12,2,22:00,1.2,,-0.4,,89,,0,,29,,6,,,,100.98,,,,,,
